MACHINE_ID,FAILURE,DAILY_PRODUCTION,MONTHLY_PRODUCTION,PROD_TARGET,REASON,MONTHS_IN_OPERATION,NEGATIVE_RATING,DAYS_OUT_OF_SERVICE,MACHINE_AGE,SENSOR_INQUIRIES,NUM_SENSORS,SENSOR_RATIO,INDUSTRY
776621,0,11600,82326,94599,CarProd,0,4,0,,0,3,29.89362148,Other
236343,0,11600,64143,78851,CarProd,6,0,3,201.369922,3,29,35.79580494,FLEET
882873,0,11600,92613,108515,CarProd,11,0,0,206.8225881,3,16,39.11103947,Other
259700,1,11600,44623,,TruckPr,13,6,2,178.0932217,0,29,21.33465191,GOVERNMENT
507083,1,11600,57939,69774,CarProd,5,0,0,91.99164592,0,12,72.26409333,COMMERCIAL
341173,0,11600,50433,107092,CarProd,5,0,1,225.1816913,0,9,24.95259473,GOVERNMENT
656929,0,11600,89205,128462,CarProd,10,0,0,128.1235975,0,21,37.52332471,FLEET
569671,0,11600,22635,33353,CarProd,6,0,0,85.57207035,0,16,19.22387267,FLEET
819119,0,11600,35865,50000,CarProd,,0,0,78.13333333,0,15,,Other
309361,1,11600,57200,72500,CarProd,5,0,0,34.46666667,4,15,,Other
173956,1,11600,45917,60000,CarProd,10,0,1,304.3666667,3,27,,Other
965482,0,11600,96882,118914,CarProd,13,0,0,176.2219109,2,17,34.7577402,GOVERNMENT
942993,0,11600,28654,47042,CarProd,10,,0,158.0847883,7,29,38.47750484,Other
451420,0,11600,36357,56514,,31,0,0,237.8189664,0,19,20.1815824,Other
961710,0,11600,33379,51821,,31,0,0,247.1205918,0,19,23.66108403,Other
860342,0,11600,64510,71105,CarProd,5,0,0,150.263332,1,34,43.23918712,GOVERNMENT
893606,0,11600,57436,72460,,11,0,0,255.1260302,0,27,28.94553179,Other
858982,0,11600,129432,198705,TruckPr,0,0,0,341.0473292,0,16,39.96325851,FLEET
674819,0,11600,73079,101219,TruckPr,7,0,0,152.249875,0,33,34.24962074,GOVERNMENT
513285,0,11600,,36474,TruckPr,,,1,93.72713803,0,10,37.20295356,Other
914520,0,11700,42151,58947,TruckPr,22,0,0,122.0303618,0,23,40.08314453,Other
482605,1,11700,,67940,TruckPr,3,3,4,204.0255932,1,38,,COMMERCIAL
336506,0,11700,78789,91342,CarProd,5,0,0,128.3606743,2,27,41.9526818,COMMERCIAL
548007,0,11700,47072,85090,TruckPr,18,0,0,192.2531823,0,16,35.06486468,Other
494262,0,11700,95411,117927,CarProd,14,0,0,177.9266958,1,17,34.49056413,GOVERNMENT
313357,1,11700,54085,68239,TruckPr,2,1,2,8.055265077,3,15,32.01265858,Other
422683,1,11700,51600,72399,TruckPr,15,0,1,125.36337,4,20,,Other
240851,0,11700,52650,63646,CarProd,0,1,0,194.7609999,1,13,27.61084406,Other
11031,0,11700,59932,80313,TruckPr,14,0,0,238.4864616,0,32,44.4749177,FLEET
462122,0,11700,40266,59097,CarProd,,0,0,74.9980986,0,15,39.49702872,Other
668039,0,11700,,69125,,,,,,,,23.76683213,
960214,0,11700,84863,91737,CarProd,0,4,0,,0,4,30.33081149,Other
27177,0,11700,63724,82252,CarProd,13,0,0,233.2488794,3,37,40.07527584,FLEET
154620,0,11700,59506,85000,CarProd,3,0,0,37.56666667,2,4,,Other
583856,1,11700,69100,85000,CarProd,3.8,3,0,80.1,0,22,,COMMERCIAL
301632,1,11700,62400,78000,CarProd,20,0,0,216.0666667,2,24,,FLEET
751290,1,11700,63914,93707,CarProd,7,3,0,162.579837,2,51,69.48065039,Other
365472,0,11700,37093,62116,CarProd,,,,,,,37.01094877,COMMERCIAL
941097,0,11700,74783,86227,CarProd,7,0,0,116.7568005,0,23,28.01922708,COMMERCIAL
365547,0,11700,64278,76055,,12,0,0,245.2951629,0,26,28.43996584,Other
845283,0,11700,15163,74500,CarProd,19,0,2,378.8258185,1,11,20.09078333,GOVERNMENT
855755,0,11700,56441,86987,TruckPr,17,0,0,198.0327176,0,16,33.93116342,Other
88533,0,11700,78157,103016,CarProd,1,0,0,69.80569767,2,24,38.44838712,COMMERCIAL
715904,0,11700,55119,67931,CarProd,4,0,0,199.4106992,2,16,27.61633851,COMMERCIAL
314607,0,11700,56990,83334,TruckPr,4,0,2,177.4326989,0,13,30.9986945,Other
24164,0,11700,101520,110617,CarProd,18,0,2,198.5433481,1,16,38.72125945,Other
468175,0,11700,96532,107600,CarProd,12,0,0,214.8698168,2,15,40.28741144,Other
475059,0,11700,68059,86216,CarProd,3,,,175.6585679,,35,30.25396992,Other
264733,1,11800,74512,93328,TruckPr,4,5,0,117.91882,,16,58.29598994,FLEET
721974,0,11800,118053,125325,CarProd,5,0,0,181.1720651,0,18,33.20039733,INDUSTRIAL
573177,0,11800,52104,61618,CarProd,0,0,0,160.7499314,0,21,37.12951204,FLEET
245997,0,11800,79131,102263,TruckPr,5,0,0,105.2538926,0,34,36.07097887,GOVERNMENT
351238,1,11800,67678,108092,TruckPr,13,0,7,126.6582316,0,36,37.16268969,GOVERNMENT
541982,0,11800,,65769,TruckPr,,0,0,357.3326822,0,7,34.32727654,Other
320706,0,11800,21813,30436,CarProd,5,0,1,104.0116359,0,16,19.40846123,FLEET
237073,0,11800,44944,57132,CarProd,,0,0,74.15604508,0,14,42.81224294,Other
344298,0,11800,57760,65535,CarProd,11,0,0,108.4694005,1,18,32.78348357,COMMERCIAL
763054,0,11800,65062,78004,TruckPr,12,0,0,251.1441957,0,31,43.37237282,FLEET
28364,0,11800,67336,82218,CarProd,12,0,0,255.3135348,3,36,40.87842824,FLEET
319386,0,11800,86785,125552,CarProd,11,0,0,148.1764924,1,22,37.88444933,FLEET
506824,0,11800,116742,137385,CarProd,15,,1,170.5400351,1,33,30.78500359,GOVERNMENT
182786,0,11800,38825,51984,CarProd,,0,0,82.52779435,0,14,40.88273326,Other
589825,0,11800,32257,59515,CarProd,23,0,0,231.5999445,0,29,25.70127642,FLEET
828611,0,11800,,51246,TruckPr,11,0,0,305.5667157,2,13,32.50005907,Other
709420,0,11800,65012,91614,TruckPr,26,0,0,171.8895469,2,13,42.48851705,FLEET
964073,0,11800,53596,69786,CarProd,5,,,126.7877807,,24,41.04775488,COMMERCIAL
50559,0,11800,98877,110250,CarProd,18,0,2,195.8629168,1,16,36.87169942,Other
204481,0,11800,112146,140781,CarProd,14,,0,170.7005075,0,32,29.9424924,GOVERNMENT
623102,0,11900,44600,63800,CarProd,9,0,0,243.5,0,18,,Other
122054,1,11900,54867,79000,TruckPr,1,0,0,182.6,2,23,,COMMERCIAL
408010,0,11900,44142,54299,TruckPr,22,0,0,123.4711472,0,22,37.1549023,Other
786237,0,11900,56443,86913,CarProd,12,0,0,119.8594097,0,24,38.86165697,FLEET
601856,0,11900,85486,109386,TruckPr,11,0,1,175.5425655,0,28,33.67090818,GOVERNMENT
488889,1,11900,108763,128780,CarProd,8,0,0,60.3779329,3,21,49.41811438,FLEET
848123,0,11900,56792,64130,CarProd,13,0,0,118.6125902,1,18,32.6657463,COMMERCIAL
879087,0,11900,,39433,TruckPr,,,1,81.39482961,0,9,35.50366426,Other
953829,0,11900,71000,87000,CarProd,20,0,0,238.4666667,11,24,,COMMERCIAL
682364,0,11900,85179,122788,TruckPr,10,,,,,,39.43073063,Other
891225,0,11900,41009,68211,CarProd,23,0,0,234.9296174,0,28,28.3910393,FLEET
214774,0,11900,28329,80963,TruckPr,21,0,0,239.4571177,0,10,24.53499719,GOVERNMENT
854758,0,11900,117550,144178,CarProd,15,,1,170.9458328,1,32,29.09998121,GOVERNMENT
220005,1,11900,58104,77870,TruckPr,7,0,0,69.43333333,1,19,,Other
525313,1,11900,52814,72000,CarProd,12,0,0,123.6,0,20,,Other
833067,0,11900,34222,59948,CarProd,24,0,0,228.0753508,1,29,25.72883738,FLEET
190427,0,11900,26601,52544,TruckPr,0,0,0,240.6943608,0,11,40.77567715,Other
257191,0,11900,81849,105403,TruckPr,5,0,1,82.63950538,1,34,36.50598321,GOVERNMENT
883928,1,11900,29822,48574,CarProd,13,0,0,132.4016914,0,4,36.61115697,FLEET
386879,0,11900,201264,227295,TruckPr,10,0,0,239.7433663,0,22,33.77633696,GOVERNMENT
272143,0,11900,97506,110902,CarProd,17,0,1,196.568128,2,15,37.99899138,Other
801517,0,11900,89595,107895,TruckPr,9,0,0,250.4682419,0,24,30.30538811,COMMERCIAL
273165,1,11900,63833,,CarProd,3,,,,,,40.93276678,Other
424908,0,11900,78959,104371,CarProd,1,0,0,79.08139722,1,23,40.02421108,COMMERCIAL
128345,0,11900,83877,208924,TruckPr,15,0,0,12.75204694,,7,18.24972192,INDUSTRIAL
44892,0,11900,114329,143915,CarProd,15,,1,185.5726683,0,32,28.97773866,GOVERNMENT
751697,0,11900,81318,105454,TruckPr,6,0,0,92.13682104,1,33,37.52575103,GOVERNMENT
615538,0,11900,61094,74842,,12,0,0,250.1998344,0,26,29.73487407,Other
337583,0,12000,84172,123415,CarProd,9,0,0,139.0184494,1,21,38.58266988,FLEET
927733,0,12000,83560,126479,TruckPr,8,,,,,,38.92831569,Other
414258,0,12000,63019,74204,CarProd,6,0,0,98.59173833,2,14,24.49043836,FLEET
155303,0,12000,41182,59947,TruckPr,23,0,0,118.1799392,0,22,37.13106416,Other
25033,0,12000,57371,69076,CarProd,10,1,0,83.25197204,1,19,29.63210826,COMMERCIAL
343970,0,12000,76799,83864,CarProd,8,0,0,102.2042743,0,22,27.17193008,COMMERCIAL
328441,0,12000,35028,55079,TruckPr,23,0,1,108.6339686,0,23,40.79745755,Other
925613,0,12000,30777,43157,CarProd,8,,0,151.699431,7,28,38.17774295,Other
945695,0,12000,7804,65395,TruckPr,8,2,0,347.1233258,0,21,16.81630749,Other
759802,0,12000,38130,68707,CarProd,23,0,0,234.8879805,1,29,26.3012369,FLEET
354535,0,12000,15756,53079,TruckPr,23,0,0,259.5550444,0,20,29.39747822,FLEET
512196,1,12000,50581,70171,TruckPr,,0,2,206.3192338,1,12,29.84313667,Other
128412,0,12000,69796,93757,CarProd,16,0,1,91.43267591,0,8,24.45938368,FLEET
705341,0,12000,102109,121229,CarProd,2,0,0,104.4825912,0,25,34.76728889,
587133,0,12000,79844,98139,TruckPr,8,0,0,156.9547583,0,34,31.70012432,GOVERNMENT
63819,1,12000,76345,89036,TruckPr,8,0,0,91.97034976,1,19,50.17306503,Other
921006,0,12000,35721,52938,TruckPr,23,0,1,125.928071,0,22,38.62702499,Other
545124,0,12000,72786,84595,CarProd,4,2,2,198.7693251,3,30,38.09020903,FLEET
406516,1,12000,42000,60000,CarProd,4,1,2,145.5333333,0,23,,Other
225684,1,12000,69000,92900,TruckPr,2,0,0,115.9,0,15,,GOVERNMENT
647439,1,12000,74427,96270,CarProd,18,0,1,169.7333333,2,40,,Other
280071,1,12000,,,TruckPr,3,0,2,213.6666667,1,15,,Other
289213,0,12000,43000,64000,CarProd,1,0,0,262.9666667,0,21,,Other
709317,0,12000,96000,135000,TruckPr,14,0,0,126.8,5,22,,GOVERNMENT
777252,0,12000,46000,60200,CarProd,4,0,0,176.5,0,14,,Other
650808,0,12000,87000,101200,CarProd,13,,2,151.1333333,1,18,,FARMING
641122,0,12000,98000,123385,TruckPr,10,0,0,170.4333333,3,32,,GOVERNMENT
147968,0,12000,76187,93100,CarProd,0.5,0,0,144.0666667,0,23,,Other
206617,0,12000,73000,94900,CarProd,9,3,0,189.7,1,30,,GOVERNMENT
182338,0,12000,150000,175065,CarProd,7,,1,206.6666667,4,26,,GOVERNMENT
373462,0,12000,29600,61250,CarProd,7.5,0,0,264.8,1,16,,GOVERNMENT
191723,0,12000,,63000,,0,0,0,,0,0,,
338053,0,12000,94000,112125,TruckPr,2,0,0,143.0333333,1,22,,FLEET
577150,0,12000,72000,106000,CarProd,6,0,0,78.06666667,2,14,,Other
318196,0,12000,42482,67800,CarProd,19,0,0,199.9,0,16,,GOVERNMENT
36644,0,12000,53800,80000,CarProd,0.3,0,0,124.7666667,4,11,,Other
76602,0,12000,88000,118750,TruckPr,3,0,3,153.5,0,26,,COMMERCIAL
144872,0,12000,44000,59500,CarProd,3.7,0,0,172.5,0,14,,Other
498936,0,12000,81000,105250,CarProd,9,0,0,200.9,2,37,,GOVERNMENT
259218,0,12000,36346,54000,CarProd,,0,0,114.6666667,2,19,,Other
409802,0,12000,81000,99000,TruckPr,20,0,0,136,4,24,,Other
751315,0,12000,64000,80000,CarProd,2,0,0,239.5333333,3,26,,Other
964928,1,12000,,87000,CarProd,13,,,,,,,Other
896410,0,12000,85039,111100,CarProd,0.2,1,2,144.0666667,1,34,,GOVERNMENT
44219,0,12000,87000,113850,CarProd,11,0,0,216.1333333,0,12,,FLEET
176010,1,12000,,,TruckPr,19,0,8,195.8333333,0,13,,Other
480998,1,12000,75373,102602,TruckPr,6,2,0,99.36666667,0,21,,Other
614916,1,12000,36000,51900,CarProd,0.1,0,0,247.5,1,10,,Other
214163,1,12000,114390,132800,CarProd,10,0,0,95.73333333,0,25,,COMMERCIAL
211747,1,12000,28298,72000,CarProd,8,,,105.5,2,22,,Other
382259,1,12000,118000,139350,TruckPr,2,0,0,153.1666667,2,17,,GOVERNMENT
619969,1,12000,87917,,,12.9,0,1,71,0,12,,Other
259678,1,12000,58730,80000,CarProd,10,,4,123.1,3,25,,FLEET
492311,1,12000,59099,82000,CarProd,10,0,2,219.1333333,0,33,,Other
531292,1,12000,15231,42845.01,CarProd,6.5,0,1,65.96666667,2,18,,FLEET
266744,1,12000,48786,89800,TruckPr,29.9,0,5,220.1333333,1,16,,GOVERNMENT
108480,1,12000,74265,91000,TruckPr,7,1,0,137,0,3,,Other
711231,1,12000,42000,58000,CarProd,5,0,1,113.6333333,1,18,,Other
838302,0,12000,76674,97936,CarProd,5,0,0,147.9142027,2,27,41.22576316,COMMERCIAL
516600,1,12000,54257,82764,,14,1,1,188.3374218,2,31,38.94275964,Other
379250,0,12000,36072,62960,CarProd,8,0,0,288.5298732,0,16,22.42300246,GOVERNMENT
406688,0,12000,97650,115931,CarProd,11,0,0,199.828042,1,17,34.38794397,GOVERNMENT
927141,0,12000,,67446,TruckPr,,0,0,356.9333304,0,7,37.93444341,Other
710341,0,12000,88210,114224,CarProd,8,0,0,203.468979,1,36,41.57297152,GOVERNMENT
295575,0,12000,84191,100654,TruckPr,0,0,0,79.67788538,1,20,33.77330326,GOVERNMENT
569298,0,12000,63589,75959,TruckPr,14,1,0,253.616928,1,31,43.15970058,FLEET
570098,1,12000,,33879,CarProd,,1,0,121.3795359,0,4,39.69469137,Other
724845,1,12000,48189,53969,CarProd,5,0,0,276.3817427,0,18,65.49524315,Other
943891,0,12000,98428,114820,CarProd,16,0,1,188.1482082,2,15,36.73772129,Other
357353,0,12100,56335,86648,TruckPr,17,0,0,206.2470947,0,17,35.12787435,Other
697366,0,12100,48622,83158,TruckPr,4,0,2,191.5692916,0,12,29.20449956,Other
357927,0,12100,58556,76724,TruckPr,3,0,1,234.6585447,1,16,37.63925293,Other
351478,1,12100,186062,227171,TruckPr,0,0,0,67.78084803,,4,26.990533,GOVERNMENT
816666,0,12100,13218,82386,CarProd,7,0,0,262.3942543,0,14,18.43047238,Other
363071,0,12100,96439,126328,TruckPr,3,0,3,156.3191309,0,26,39.27931325,COMMERCIAL
507826,0,12100,44484,64398,CarProd,3,0,0,263.0447041,0,20,28.80398255,Other
883540,1,12100,29097,72647,CarProd,8,,,109.5148795,1,22,45.30476057,Other
118005,0,12100,90917,102400,CarProd,11,,2,159.874518,0,17,33.4537285,FARMING
963542,0,12100,50100,66410,CarProd,3,0,0,176.0098643,0,14,28.54860369,Other
249698,0,12100,68941,75029,TruckPr,14,0,0,254.1896555,0,31,43.89784955,FLEET
618170,0,12100,50150,65565,CarProd,4,0,0,166.2317086,0,13,26.64432479,Other
488693,0,12100,50973,74183,CarProd,6,,,122.6918271,,24,41.12808531,COMMERCIAL
772441,1,12100,22000,38750,CarProd,0.8,0,0,167.4,1,17,,Other
671484,0,12100,12000,33938,CarProd,9,0,0,118.7666667,0,11,,COMMERCIAL
912049,0,12100,31400,48000,CarProd,6,1,0,107.5333333,2,16,,Other
820720,1,12100,67000,79100,CarProd,5,0,0,155.2,1,32,,COMMERCIAL
792450,0,12100,67927,94126,CarProd,2,0,0,35.53887812,2,3,38.84759708,Other
184420,0,12100,,72731,,0,0,0,,0,0,0.720295007,
803466,0,12100,74594,90555,CarProd,4,0,0,123.7766246,2,27,41.63484731,COMMERCIAL
30868,0,12100,83557,98881,TruckPr,6,0,0,102.2257045,1,26,25.78278709,GOVERNMENT
195931,0,12100,61868,66874,TruckPr,30,0,3,170.4386392,0,23,37.915021,Other
361172,0,12100,46152,72773,CarProd,0,0,0,270.4899801,0,20,29.49511599,Other
874793,0,12100,97185,113004,CarProd,13,0,0,202.6225313,2,15,37.71664611,Other
380001,0,12100,105104,144712,TruckPr,13,0,0,129.5188081,5,22,37.41377466,GOVERNMENT
513239,0,12100,71060,79744,CarProd,3,,,179.8663489,,35,29.89415099,Other
857652,0,12100,85121,113744,CarProd,0,0,2,139.4853397,0,34,33.94343772,GOVERNMENT
400609,0,12100,28193,34705,CarProd,0,,,,,,37.6180269,Other
930910,0,12100,18728,34443,CarProd,9,0,0,117.6482829,0,10,21.58983638,COMMERCIAL
621253,0,12100,55147,72553,CarProd,0,0,0,229.4061754,0,10,35.86772963,Other
63735,0,12100,48149,74539,CarProd,17,0,0,200.0325616,0,15,23.13097189,GOVERNMENT
77881,0,12200,61929,83102,TruckPr,14,0,0,238.5249274,1,32,44.44967097,FLEET
252001,0,12200,110088,137794,CarProd,3,0,0,251.1518919,1,46,33.51711722,GOVERNMENT
707960,0,12200,57785,72971,CarProd,2,0,0,166.8994602,1,16,34.70964393,Other
579967,0,12200,67474,88473,CarProd,2,0,0,234.7759967,3,26,29.09729879,Other
656813,0,12200,136866,162906,TruckPr,4,0,0,427.9235915,0,43,30.1821229,GOVERNMENT
274336,0,12200,80336,102618,TruckPr,2,0,0,79.73026062,2,19,34.40548234,GOVERNMENT
479387,1,12200,97000,109800,TruckPr,5,0,0,152.1333333,3,33,,GOVERNMENT
749037,0,12200,91000,114053,CarProd,11,0,0,173.5,0,27,,Other
185955,0,12200,206613,232176,TruckPr,10,0,1,237.3157697,0,22,30.68943921,GOVERNMENT
898181,0,12200,45095,64736,CarProd,9,0,0,249.6737711,0,18,31.63530262,Other
574204,0,12200,70722,81760,CarProd,0,0,0,219.7852728,3,26,30.27700538,Other
976623,0,12200,199232,229929,TruckPr,11,0,0,223.4381168,0,21,31.3702723,GOVERNMENT
241076,0,12200,82904,125057,CarProd,8,0,0,131.6590526,1,21,37.27313999,FLEET
537314,0,12200,61302,90873,CarProd,2,0,0,35.97354161,1,4,39.97361316,Other
312858,0,12200,27118,87982,TruckPr,19,0,0,232.2369961,0,11,25.2354388,GOVERNMENT
402311,1,12200,53242,70400,CarProd,14,0,0,169.9306635,0,18,34.62942766,Other
514858,0,12200,57112,76050,CarProd,1,0,0,235.2292688,0,9,35.11318533,Other
139195,0,12200,90154,110479,CarProd,9,0,0,196.9264059,2,37,43.1890315,GOVERNMENT
334831,0,12200,86775,111572,CarProd,0,1,1,138.6100805,1,33,34.35180836,GOVERNMENT
170372,0,12300,79838,85209,CarProd,8,0,0,173.8386239,0,11,37.8244708,GOVERNMENT
159634,0,12300,114035,137208,CarProd,15,,1,173.7143227,0,33,32.05607229,GOVERNMENT
55091,0,12300,89333,106107,TruckPr,19,0,0,120.2578861,3,24,28.77470213,Other
214434,1,12300,24552,48278,CarProd,0,0,0,171.0751046,0,16,29.29955094,Other
316494,0,12300,61253,85825,CarProd,5,0,0,130.026259,0,34,27.20337824,FARMING
104349,0,12300,152107,179793,CarProd,7,,1,212.7829956,3,25,43.13409505,GOVERNMENT
354886,0,12300,48866,73023,TruckPr,11,3,1,251.629062,1,29,32.87687074,FLEET
930371,1,12300,48238,66603,TruckPr,6,0,1,80.38898294,1,11,40.01910455,FLEET
25224,0,12300,112373,136202,CarProd,16,,1,179.8829733,0,32,30.48826811,GOVERNMENT
602642,0,12300,69499,104045,CarProd,8,0,0,219.0904891,0,20,18.58475695,Other
237800,0,12300,60200,77079,TruckPr,13,0,0,242.2441382,1,32,45.39416855,FLEET
488947,0,12300,,50530,TruckPr,5,,,163.54096,,9,20.02628441,COMMERCIAL
21598,1,12300,78000,101200,TruckPr,0.4,0,0,145.0666667,1,19,,Other
845951,1,12300,50230,70000,CarProd,1,0,,184.3666667,2,20,,FARMING
622015,1,12300,49800,64000,CarProd,23,0,2,232.3333333,3,17,,GOVERNMENT
138060,1,12300,77000,94000,CarProd,41,,4,212.8666667,4,17,,COMMERCIAL
389437,0,12300,114457,144284,CarProd,1,0,0,252.6592531,0,45,32.4971451,GOVERNMENT
205165,0,12300,52622,64407,CarProd,0,0,0,191.0774254,1,13,26.20306729,Other
850107,0,12300,152274,177940,TruckPr,4,0,0,196.8767577,0,56,33.72276915,FLEET
870341,0,12300,27859,48393,TruckPr,10,0,0,82.76016033,0,3,34.38536707,Other
664930,0,12300,90006,121122,CarProd,9,0,0,133.4975408,1,21,36.91048167,FLEET
876031,0,12300,159798,177853,CarProd,6,,0,206.8170726,4,25,41.42504139,GOVERNMENT
892610,0,12300,81590,90050,CarProd,6,0,0,136.7467587,1,26,41.73267582,COMMERCIAL
577195,0,12300,35651,59795,TruckPr,22,0,0,118.6530642,0,23,40.66298165,Other
299849,0,12300,50441,56656,CarProd,1,0,0,186.4510167,0,21,35.45260742,FLEET
34314,0,12300,33061,46277,CarProd,8,,1,154.8992783,7,28,39.70178286,Other
951555,0,12300,102908,124217,TruckPr,9,0,0,159.9940264,2,31,27.7074439,GOVERNMENT
904948,0,12300,141020,157511,TruckPr,4,0,1,403.7489298,0,43,29.58318425,GOVERNMENT
542117,0,12300,92573,119325,CarProd,2,1,2,157.6206429,0,33,34.77510251,GOVERNMENT
576840,1,12300,73099,84250,CarProd,4,,,,,,40.22228314,GOVERNMENT
564087,1,12300,11300,39000,,,5,1,170.4333333,3,21,,Other
827756,0,12300,68024,78800,CarProd,7,0,0,125.5040514,0,35,29.29334435,FARMING
667950,1,12300,64265,90956,CarProd,10,0,1,233.1561248,0,32,32.90882386,Other
651428,0,12400,132894,198168,TruckPr,0,0,1,355.1639113,0,16,40.54029537,FLEET
808093,0,12400,31303,57444,,29,0,0,246.7168274,0,18,20.20590752,Other
395895,0,12400,80510,97548,TruckPr,1,0,0,74.40426333,1,19,36.45734993,GOVERNMENT
647110,0,12400,137927,160566,TruckPr,6,0,1,436.7517799,0,42,29.27255681,GOVERNMENT
897438,1,12400,45604,65501,CarProd,9,0,1,70.33753056,1,24,35.21218126,Other
590633,0,12400,26768,52411,TruckPr,0,0,0,253.3180433,0,11,38.82102132,Other
368505,0,12400,203902,234454,TruckPr,9,0,0,213.4554475,0,22,33.64852105,GOVERNMENT
626582,0,12400,16375,36672,CarProd,8,0,0,120.674928,0,11,24.08943715,COMMERCIAL
401935,0,12400,49264,57923,CarProd,0,0,0,182.0010415,2,13,27.00877688,Other
131197,0,12400,36034,62953,CarProd,9,0,0,262.0793453,0,16,21.34522735,GOVERNMENT
907499,0,12400,,69350,,0,0,0,,0,0,2.365195413,
819301,1,12400,94000,112000,CarProd,4,0,0,,0,0,,COMMERCIAL
725673,0,12400,115902,146813,CarProd,1,0,0,288.4676266,0,45,33.05428433,GOVERNMENT
801614,0,12400,115004,144760,CarProd,2,0,0,279.5221733,1,46,35.61473143,GOVERNMENT
870850,1,12400,57105,74582,CarProd,12,0,0,134.0317679,0,20,36.92573641,Other
698202,0,12400,34055,40739,CarProd,9,,0,147.012827,6,29,39.93094736,Other
914154,1,12400,50573,84008,CarProd,15,1,0,76.04208693,0,7,41.02796675,Other
391021,0,12400,,65317,TruckPr,,0,0,349.2796108,0,6,35.71441843,Other
714609,0,12400,25805,31414,CarProd,2,,,,,,38.2372256,Other
257632,0,12400,24769,87665,TruckPr,21,0,0,238.3827694,0,11,25.33220131,GOVERNMENT
698225,0,12400,83018,96637,CarProd,2,0,0,95.90213133,2,32,41.24477919,Other
888396,0,12500,93538,118369,CarProd,0,0,1,132.8237118,0,33,34.83386481,GOVERNMENT
321517,0,12500,37562,57081,TruckPr,22,0,1,129.486844,0,23,39.08300244,Other
362558,1,12500,69117,101503,TruckPr,13,0,7,145.9530178,0,36,36.75998466,GOVERNMENT
84519,0,12500,157312,181050,CarProd,7,,0,209.7067368,4,25,40.90561976,GOVERNMENT
674240,0,12500,10035,61897,TruckPr,6,1,1,368.7377963,0,21,14.73359483,Other
424290,0,12500,83276,129116,CarProd,7,0,0,138.687955,0,22,39.58996183,FLEET
169170,0,12500,57294,66615,CarProd,3,0,1,321.3875868,0,9,31.38089909,Other
922339,0,12500,101047,118913,TruckPr,2,0,0,156.6054917,1,22,35.89928784,FLEET
877963,0,12500,56960,69014,CarProd,4,0,0,307.636664,0,10,30.36248382,Other
188551,0,12500,83924,100114,TruckPr,0,0,0,71.30419761,1,20,34.71276881,GOVERNMENT
512948,0,12500,79900,94660,CarProd,19,0,0,252.3496982,10,24,35.80049203,COMMERCIAL
380059,0,12500,,52026,TruckPr,6,,,173.7172393,,8,21.6211951,COMMERCIAL
858907,1,12500,41000,64680,CarProd,2,0,0,70.9,3,30,,Other
621095,1,12500,41301,60000,CarProd,2,0,0,77.23333333,0,12,,Other
433625,1,12500,55000,75393,CarProd,0.75,0,1,113.0333333,1,16,,Other
81919,0,12500,77100,90550,TruckPr,,0,0,173.4666667,1,26,,FLEET
408843,0,12500,71582,93400,CarProd,6,3,0,74.06666667,1,21,,Other
213907,1,12500,53060,67500,CarProd,16,0,5,183.6333333,0,15,,FLEET
345330,1,12500,69192,105300,CarProd,4,0,0,282.0333333,1,23,,COMMERCIAL
92476,1,12500,62000,102600,TruckPr,10,2,6,226.4333333,4,42,,Other
109752,0,12500,50097,73846,CarProd,1,0,0,267.8654583,0,20,29.15960949,Other
214032,0,12500,77792,100812,CarProd,10,2,0,182.9569956,1,29,27.38587324,GOVERNMENT
821164,0,12500,53354,79893,TruckPr,10,2,0,249.4359543,1,29,35.02088579,FLEET
610264,0,12500,66163,83727,CarProd,4,1,2,176.9352475,3,30,36.77463995,FLEET
446626,0,12500,81865,101048,CarProd,1,0,0,147.4022274,0,23,38.85516272,Other
506972,0,12500,17659,31843,CarProd,7,0,1,107.7410948,0,16,19.30085445,FLEET
843966,0,12500,55228,66569,CarProd,3,0,0,198.8151672,1,17,27.99687276,COMMERCIAL
980642,0,12500,77937,89710,CarProd,19,0,0,223.5874152,10,24,35.95199865,COMMERCIAL
539761,0,12500,26286,36002,CarProd,2,,,,,,38.43868186,Other
421052,0,12500,,39200,TruckPr,0,0,0,309.4,1,9,,Other
822220,0,12500,56791,72974,TruckPr,29,0,3,182.0664052,0,24,35.69162282,Other
784767,0,12500,,,,,,,,,,27.35264423,
822191,0,12600,71370,90316,TruckPr,26,0,0,162.3574415,2,14,39.8754838,FLEET
299608,0,12600,84933,110253,CarProd,8,0,0,192.4226063,1,37,40.84507779,GOVERNMENT
738696,0,12600,80612,93802,CarProd,5,0,0,141.6131456,2,26,40.74903888,COMMERCIAL
570075,1,12600,68800,86000,CarProd,3,2,1,202.8666667,8,26,,COMMERCIAL
356478,1,12600,41169.82,57000,CarProd,5.5,1,0,98.43333333,10,18,,Other
526065,0,12600,83921,90876,CarProd,3,0,0,106.9373967,1,32,41.47300108,Other
981167,0,12600,45633,77578,CarProd,19,0,0,209.7255196,0,15,23.91561488,GOVERNMENT
127116,0,12600,103946,113900,CarProd,17,0,2,194.3599393,1,16,36.41457282,Other
310484,0,12600,125688,198602,TruckPr,0,0,1,344.7479335,0,16,39.48382007,FLEET
459773,1,12600,86785,110400,CarProd,0.7,1,,89.06666667,2,27,,Other
