,MACHINE_ID,DAILY_PRODUCTION,MONTHLY_PRODUCTION,PROD_TARGET,REASON,MONTHS_IN_OPERATION,NEGATIVE_RATING,DAYS_OUT_OF_SERVICE,MACHINE_AGE,SENSOR_INQUIRIES,NUM_SENSORS,SENSOR_RATIO,INDUSTRY,REPAIR_DATE,ACTION
887,240612,8700,76008.0,95976.0,CarProd,0.0,0.0,0.0,0.0,0.0,0.0,30.02224516,GOVERNMENT,1/13/2020,Run at 25% Capacity
888,848924,18500,46555.0,69186.0,CarProd,19.0,0.0,0.0,187.2301325,0.0,22.0,38.18814386,GOVERNMENT,5/19/2019,Run at 25% Capacity
889,122256,16000,0.0,33382.0,CarProd,13.0,0.0,0.0,84.93118132,1.0,9.0,33.72078338,Other,10/21/2019,Run at 25% Capacity
890,474677,11500,62000.0,83000.0,CarProd,0.0,5.0,1.0,177.56666669999996,2.0,34.0,0.0,0,7/11/2021,Run at 25% Capacity
891,668165,40700,150283.0,208676.0,TruckPr,5.0,0.0,0.0,152.1022715,0.0,31.0,36.90999415,GOVERNMENT,2/17/2020,Run at 25% Capacity
892,524269,21100,55863.0,81406.0,CarProd,10.0,1.0,0.0,74.57642698,2.0,27.0,36.76027571,COMMERCIAL,8/11/2021,Run at 25% Capacity
893,406353,3600,48507.0,61000.0,CarProd,13.0,1.0,4.0,97.4,0.0,17.0,0.0,FLEET,3/28/2020,Run at 25% Capacity
894,669338,16300,32188.0,78914.0,TruckPr,0.0,0.0,0.0,250.7255462,0.0,49.0,40.72219635,Other,8/16/2021,Run at 25% Capacity
895,734066,20000,104000.0,139900.0,CarProd,15.0,1.0,1.0,95.36666667,4.0,49.0,0.0,Other,1/4/2020,Run at 25% Capacity
896,915596,13900,33403.0,69878.0,CarProd,8.0,0.0,0.0,259.8132832,1.0,16.0,23.73521616,GOVERNMENT,7/3/2020,Run at 25% Capacity
897,421916,3000,20000.0,29750.0,CarProd,2.0,0.0,0.0,187.0666667,0.0,12.0,0.0,Other,2/20/2019,Run at 25% Capacity
898,82234,34600,27851.0,42623.0,CarProd,6.0,0.0,0.0,45.92716617,0.0,7.0,35.13109271,COMMERCIAL,5/15/2021,Run at 25% Capacity
899,254770,36200,38010.0,59111.0,CarProd,0.0,0.0,0.0,0.0,6.0,0.0,31.33214149,Other,7/25/2021,Run at 25% Capacity
900,101231,33200,57419.0,103648.0,CarProd,4.0,0.0,0.0,175.38672309999995,1.0,25.0,34.28625051,FLEET,2/12/2019,Run at 25% Capacity
901,186842,13800,78645.0,130104.0,CarProd,16.0,0.0,0.0,295.7213173,0.0,19.0,29.96660243,GOVERNMENT,4/2/2021,Run at 25% Capacity
902,205917,21500,71636.0,96678.0,TruckPr,13.0,0.0,0.0,135.9405415,0.0,13.0,37.87247372,FLEET,4/18/2021,Run at 25% Capacity
903,372600,11000,102000.0,120000.0,CarProd,3.0,0.0,0.0,125.8,1.0,26.0,0.0,0,1/16/2019,Run at 25% Capacity
904,631359,13900,48110.0,63601.0,CarProd,5.0,0.0,0.0,153.7353987,1.0,12.0,29.96468739,GOVERNMENT,1/10/2019,Run at 25% Capacity
905,390244,20700,48134.0,78954.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37.76048242,0,3/21/2020,Run at 25% Capacity
906,492503,8700,43759.0,50070.0,TruckPr,19.0,1.0,1.0,218.9062534,0.0,17.0,34.0581468,COMMERCIAL,2/1/2019,Run at 25% Capacity
907,531914,81400,22344.0,108280.0,TruckPr,25.0,0.0,0.0,148.1149935,0.0,14.0,34.28574143,0,2/20/2021,Run at 25% Capacity
908,186644,27700,149169.0,183234.0,CarProd,8.0,0.0,0.0,314.7858392,0.0,35.0,37.63668272,GOVERNMENT,4/18/2019,Run at 25% Capacity
909,52356,23300,143821.0,177028.0,TruckPr,8.0,0.0,0.0,320.9234361,0.0,16.0,44.75295886,COMMERCIAL,1/3/2021,Run at 25% Capacity
910,977519,24800,132000.0,165000.0,CarProd,19.0,0.0,0.0,187.6666667,4.0,35.0,0.0,COMMERCIAL,1/22/2020,Run at 25% Capacity
911,680896,8700,56904.0,64122.0,CarProd,5.0,0.0,4.0,119.5554734,2.0,11.0,38.6956146,COMMERCIAL,12/25/2019,Run at 25% Capacity
912,243573,9000,51091.0,68264.0,CarProd,22.0,0.0,0.0,277.7556619,2.0,29.0,39.38731755,Other,3/12/2019,Run at 25% Capacity
913,881621,15000,89165.0,106392.0,CarProd,12.0,0.0,2.0,166.085018,0.0,17.0,35.033102500000005,FARMING,2/9/2019,Run at 25% Capacity
914,160689,7200,71667.0,117325.0,CarProd,0.0,0.0,1.0,241.0560781,1.0,38.0,18.51055133,FLEET,4/22/2021,Run at 25% Capacity
915,713145,9500,35019.0,52710.0,CarProd,12.0,0.0,0.0,241.5817794,0.0,31.0,38.20866784,Other,3/15/2019,Run at 25% Capacity
916,271691,9000,32539.0,65440.0,TruckPr,5.0,0.0,0.0,0.0,0.0,0.0,42.36894433,FLEET,4/30/2019,Run at 25% Capacity
917,908730,27100,20497.0,74244.0,CarProd,0.0,1.0,2.0,93.06034262,1.0,25.0,27.36133981,Other,3/3/2020,Run at 25% Capacity
918,771433,20000,126324.0,171450.0,0,26.0,0.0,5.0,329.5666667,1.0,28.0,0.0,COMMERCIAL,4/20/2020,Run at 25% Capacity
919,554074,17000,31772.0,60289.0,TruckPr,6.0,0.0,0.0,189.2369837,0.0,13.0,31.12574653,GOVERNMENT,5/11/2019,Run at 25% Capacity
920,170132,8500,29383.0,45900.0,CarProd,8.0,0.0,0.0,122.1333333,0.0,22.0,0.0,GOVERNMENT,12/22/2019,Run at 25% Capacity
921,698589,29500,232801.0,289260.0,CarProd,13.0,0.0,0.0,264.4315076,2.0,25.0,26.98136309,GOVERNMENT,2/1/2019,Run at 25% Capacity
922,321118,8700,30716.0,84778.0,TruckPr,19.0,0.0,0.0,219.0852356,0.0,10.0,23.80889415,GOVERNMENT,11/27/2019,Run at 25% Capacity
923,485804,20000,0.0,130063.0,TruckPr,2.0,0.0,0.0,323.9019547,2.0,21.0,32.31441938,Other,5/9/2021,Run at 25% Capacity
924,622419,22500,62137.0,95708.0,CarProd,4.0,0.0,0.0,187.1661489,0.0,16.0,37.46041757,FLEET,3/30/2020,Run at 25% Capacity
925,693143,20600,52946.0,83558.0,CarProd,0.0,0.0,0.0,65.88287939,0.0,10.0,65.14359346,Other,4/17/2021,Run at 25% Capacity
926,144607,25400,82553.0,107422.0,CarProd,9.0,1.0,0.0,305.7597054,2.0,29.0,32.72167844,COMMERCIAL,8/3/2019,Run at 25% Capacity
927,941332,21700,45697.0,68144.0,CarProd,5.0,0.0,0.0,166.8710357,1.0,27.0,36.40831543,FLEET,6/20/2020,Run at 25% Capacity
928,252580,13000,20200.0,37245.0,CarProd,21.0,0.0,1.0,199.9,2.0,16.0,0.0,GOVERNMENT,3/18/2021,Run at 25% Capacity
929,499621,25000,0.0,45764.0,CarProd,0.0,0.0,0.0,107.1447608,0.0,12.0,27.77990534,Other,7/16/2020,Run at 25% Capacity
930,70416,17600,106381.0,134476.0,CarProd,0.0,0.0,0.0,294.0732541000001,0.0,47.0,38.58165872,Other,4/23/2020,Run at 25% Capacity
931,422363,16300,56075.0,88870.0,0,11.0,0.0,0.0,0.0,1.0,16.0,24.68929369,GOVERNMENT,6/5/2021,Run at 25% Capacity
932,870952,10500,154434.0,179486.0,TruckPr,5.0,0.0,0.0,182.3539,1.0,55.0,34.98345933,FLEET,9/18/2020,Run at 25% Capacity
933,674240,12500,10035.0,61897.0,TruckPr,6.0,1.0,1.0,368.7377963,0.0,21.0,14.73359483,Other,10/25/2019,Run at 25% Capacity
934,15818,10000,48840.0,58740.0,TruckPr,15.0,2.0,2.0,194.8,0.0,39.0,0.0,Other,2/22/2019,Run at 25% Capacity
935,116521,26100,0.0,120470.0,CarProd,7.0,0.0,0.0,161.2876716,0.0,27.0,34.13000366,COMMERCIAL,4/29/2019,Run at 25% Capacity
936,386808,28900,225000.0,285000.0,CarProd,15.0,0.0,1.0,258.7333333,2.0,26.0,0.0,GOVERNMENT,8/1/2020,Run at 25% Capacity
937,784563,16900,78455.0,121450.0,0,0.0,0.0,0.0,0.0,0.0,0.0,33.74237455,0,10/28/2019,Run at 25% Capacity
938,823126,15700,111367.0,127421.0,CarProd,16.0,0.0,0.0,184.2348073,1.0,18.0,41.03530607,0,7/13/2020,Run at 25% Capacity
939,227817,8000,79200.0,116500.0,TruckPr,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,7/6/2019,Run at 25% Capacity
940,411787,23400,97865.0,120172.0,CarProd,2.0,0.0,0.0,200.5757523,1.0,26.0,36.39872872,INDUSTRIAL,9/13/2020,Run at 25% Capacity
941,275691,4500,57000.0,0.0,TruckPr,5.0,0.0,0.0,222.6,1.0,13.0,0.0,Other,1/6/2019,Run at 25% Capacity
942,788967,10000,63218.0,76500.0,CarProd,5.0,2.0,3.0,183.6666667,3.0,30.0,0.0,FLEET,2/3/2020,Run at 25% Capacity
943,757470,18100,23928.0,55734.0,CarProd,17.0,0.0,0.0,175.8953545,0.0,19.0,37.94552227,GOVERNMENT,3/10/2020,Run at 25% Capacity
944,440606,13300,61414.0,72101.0,0,12.0,0.0,0.0,260.0716499,0.0,27.0,27.28688203,Other,5/18/2019,Run at 25% Capacity
945,239223,9800,56188.0,90143.0,TruckPr,17.0,0.0,0.0,171.4136584,0.0,29.0,25.62165041,Other,10/16/2020,Run at 25% Capacity
946,676911,26500,63345.0,100332.0,CarProd,16.0,0.0,0.0,139.5105459,0.0,30.0,38.42744457,Other,7/21/2020,Run at 25% Capacity
947,577917,17000,125257.0,161009.0,CarProd,3.0,0.0,0.0,129.7577996,1.0,21.0,27.6372066,FLEET,1/1/2021,Run at 25% Capacity
948,180638,6700,49367.0,59609.0,TruckPr,6.0,0.0,0.0,99.30370078,0.0,17.0,25.23136638,Other,8/26/2019,Run at 25% Capacity
949,501433,9800,81199.0,206201.0,TruckPr,12.0,0.0,0.0,2.820785578,0.0,7.0,21.28386768,INDUSTRIAL,5/3/2019,Run at 25% Capacity
950,652048,20800,56364.0,115760.0,CarProd,16.0,0.0,0.0,261.8140558,0.0,19.0,24.79795817,GOVERNMENT,9/4/2019,Run at 25% Capacity
951,520989,22600,59050.0,99152.0,CarProd,0.0,0.0,0.0,195.0838618,0.0,26.0,33.40421221,GOVERNMENT,1/7/2021,Run at 25% Capacity
952,934289,19200,153722.0,199812.0,CarProd,13.0,0.0,0.0,121.9429162,0.0,24.0,29.80285908,GOVERNMENT,5/30/2020,Run at 25% Capacity
953,579035,14800,41807.0,50931.0,CarProd,4.0,0.0,0.0,269.7185483,1.0,35.0,38.50788773,GOVERNMENT,3/7/2019,Run at 25% Capacity
954,51490,15100,0.0,65961.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.603507978,0,7/7/2019,Run at 25% Capacity
955,156532,25200,74038.0,114722.0,CarProd,9.0,0.0,1.0,304.0041559,1.0,28.0,31.36072725,COMMERCIAL,4/12/2019,Run at 25% Capacity
956,443553,41700,12375.0,71029.0,TruckPr,0.0,0.0,0.0,325.2841932,0.0,19.0,16.10143414,FLEET,6/19/2021,Run at 25% Capacity
957,129906,23300,71734.0,100072.0,CarProd,6.0,0.0,7.0,122.7994431,0.0,21.0,34.53043859,GOVERNMENT,11/5/2020,Run at 25% Capacity
958,255372,89000,54576.0,92937.0,CarProd,16.0,0.0,0.0,208.6920698,0.0,15.0,35.85997068,Other,11/28/2019,Run at 25% Capacity
959,507083,11600,57939.0,69774.0,CarProd,5.0,0.0,0.0,91.99164592,0.0,12.0,72.26409333,COMMERCIAL,4/24/2019,Run at 25% Capacity
960,140209,32300,28213.0,40515.0,CarProd,0.0,0.0,0.0,55.04424252,0.0,7.0,15.39687666,Other,2/18/2021,Run at 25% Capacity
961,87031,21000,53572.0,80048.0,CarProd,9.0,2.0,0.0,69.90656984,2.0,27.0,34.9310865,COMMERCIAL,4/21/2020,Run at 25% Capacity
962,472499,2400,18000.0,0.0,TruckPr,22.0,0.0,2.0,121.73333329999998,0.0,10.0,0.0,COMMERCIAL,2/28/2021,Run at 25% Capacity
963,54075,13300,64002.0,88174.0,CarProd,3.0,0.0,0.0,157.9169897,0.0,34.0,29.79823118,Other,6/24/2020,Run at 25% Capacity
964,564575,5700,80437.0,109647.0,TruckPr,9.5,0.0,0.0,104.4,0.0,14.0,0.0,GOVERNMENT,1/24/2020,Run at 25% Capacity
965,748925,21300,74081.0,102810.0,CarProd,9.0,0.0,0.0,200.9111493,1.0,12.0,31.15558593,FLEET,5/4/2019,Run at 25% Capacity
966,381363,4100,0.0,19132.0,TruckPr,0.0,0.0,0.0,100.7746522,0.0,19.0,33.8409199,Other,6/24/2019,Run at 25% Capacity
967,296097,5500,37368.0,48502.0,TruckPr,9.0,0.0,2.0,48.995845,0.0,10.0,33.12648397,COMMERCIAL,11/1/2019,Run at 25% Capacity
968,339758,20300,82996.0,118224.0,CarProd,11.0,0.0,0.0,287.6116049,1.0,16.0,34.18708305,Other,3/17/2020,Run at 25% Capacity
969,807350,22700,155284.0,197634.0,CarProd,15.0,0.0,0.0,103.7859943,0.0,24.0,29.54032204,GOVERNMENT,8/3/2020,Run at 25% Capacity
970,212557,24400,88000.0,119100.0,TruckPr,12.0,0.0,0.0,84.23333333,5.0,19.0,0.0,Other,4/16/2020,Run at 25% Capacity
971,228974,59500,47485.0,69981.0,CarProd,4.0,0.0,0.0,100.1393112,0.0,20.0,29.47367331,Other,9/24/2020,Run at 25% Capacity
972,197660,28200,66242.0,109762.0,CarProd,8.0,0.0,1.0,130.96956540000002,0.0,21.0,60.29541349,Other,1/18/2019,Run at 25% Capacity
973,710166,20500,53438.0,118731.0,CarProd,14.0,0.0,0.0,258.5210694,0.0,20.0,26.14692719,GOVERNMENT,5/26/2021,Run at 25% Capacity
974,670004,14700,94672.0,0.0,0,14.0,0.0,1.0,67.03803191,0.0,11.0,40.31743443,Other,8/25/2019,Run at 25% Capacity
975,347911,19500,105000.0,138375.0,CarProd,12.0,0.0,2.0,219.1333333,0.0,25.0,0.0,FLEET,1/29/2019,Run at 25% Capacity
976,389463,11100,31999.0,61406.0,0,31.0,0.0,0.0,239.0505566,0.0,19.0,20.96127294,Other,2/20/2019,Run at 25% Capacity
977,595426,6800,0.0,72310.0,TruckPr,1.0,0.0,0.0,48.81883648,0.0,3.0,40.78739323,FLEET,9/1/2020,Run at 25% Capacity
978,325622,16300,66038.0,98585.0,CarProd,1.0,0.0,0.0,162.0654119,3.0,19.0,32.75346067,FLEET,6/5/2021,Run at 25% Capacity
979,686445,4000,5700.0,18000.0,CarProd,0.0,0.0,0.0,12.2,0.0,17.0,0.0,Other,10/8/2019,Run at 25% Capacity
980,735593,5600,69435.0,83489.0,CarProd,14.0,0.0,0.0,200.418434,1.0,17.0,22.84109285,GOVERNMENT,6/12/2021,Run at 25% Capacity
981,128420,35200,239987.0,43028.0,CarProd,2.0,0.0,1.0,210.1890052,3.0,49.0,41.33662673,COMMERCIAL,5/23/2021,Run at 25% Capacity
982,964928,12000,0.0,87000.0,CarProd,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,6/7/2021,Run at 25% Capacity
983,742670,13100,70368.0,87407.0,CarProd,2.0,0.0,0.0,232.9947127,3.0,26.0,29.66798564,Other,11/4/2019,Run at 25% Capacity
984,633543,14600,15411.0,50493.0,TruckPr,24.0,0.0,0.0,259.7468906,0.0,19.0,30.56871339,FLEET,9/15/2019,Run at 25% Capacity
985,178084,19500,9475.0,30000.0,CarProd,0.0,1.0,0.0,33.46666667,2.0,4.0,0.0,Other,5/20/2019,Run at 25% Capacity
986,716488,27800,142356.0,177328.0,CarProd,6.0,0.0,0.0,315.1755675,0.0,35.0,38.59599092,GOVERNMENT,10/3/2019,Run at 25% Capacity
987,665328,10300,58572.0,75946.0,CarProd,5.0,0.0,0.0,85.01005286,2.0,14.0,27.76943894,FLEET,1/7/2019,Run at 25% Capacity
988,45553,8200,120837.0,176244.0,CarProd,8.0,0.0,0.0,196.7241605,0.0,20.0,34.74574315,Other,11/18/2020,Run at 25% Capacity
989,284549,10000,34900.0,48000.0,TruckPr,3.0,0.0,0.0,288.1666667,1.0,3.0,0.0,Other,10/18/2020,Run at 25% Capacity
990,27397,28400,106020.0,206030.0,CarProd,22.0,0.0,0.0,188.7524695,0.0,18.0,25.33037232,Other,3/13/2021,Run at 25% Capacity
991,628907,13500,65000.0,0.0,CarProd,14.0,0.0,2.0,105.5,4.0,34.0,0.0,GOVERNMENT,9/17/2020,Run at 25% Capacity
992,668039,11700,0.0,69125.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23.76683213,0,9/13/2020,Run at 25% Capacity
993,857825,22800,52760.0,81362.0,0,0.0,0.0,0.0,0.0,0.0,0.0,38.02467732,0,11/27/2020,Run at 25% Capacity
994,550513,16400,71264.0,94726.0,CarProd,1.0,0.0,0.0,177.2573424,1.0,31.0,35.03448136,Other,3/19/2021,Run at 25% Capacity
995,714709,25300,46780.0,62536.0,CarProd,18.0,0.0,0.0,189.1366883,0.0,22.0,30.74672437,FLEET,5/27/2019,Run at 25% Capacity
996,144061,28900,89945.0,124453.0,CarProd,2.0,0.0,0.0,194.9102495,2.0,25.0,42.71977457,Other,3/5/2021,Run at 25% Capacity
997,159118,20000,135631.66,177000.0,TruckPr,8.0,0.0,0.0,321.6333333,0.0,17.0,0.0,COMMERCIAL,7/8/2019,Run at 25% Capacity
998,274381,25800,0.0,63456.0,CarProd,25.0,0.0,0.0,148.81628469999995,0.0,8.0,22.06576364,Other,2/5/2020,Run at 25% Capacity
999,434228,25100,77088.0,111568.0,CarProd,7.0,0.0,0.0,288.0080252,2.0,29.0,32.55083764,COMMERCIAL,11/28/2019,Run at 25% Capacity
1000,898983,15300,14695.0,48095.0,CarProd,1.0,0.0,0.0,301.6576658,0.0,16.0,19.01244637,GOVERNMENT,5/7/2021,Run at 25% Capacity
1001,10788,17000,51682.0,67688.0,TruckPr,2.0,0.0,0.0,135.1919065,0.0,18.0,33.05063637,FLEET,4/15/2019,Run at 25% Capacity
1002,735055,18700,66003.0,82410.0,CarProd,0.0,1.0,0.0,85.77380757,1.0,23.0,51.5173853,COMMERCIAL,5/8/2020,Run at 25% Capacity
1003,839421,8000,49232.0,61221.0,CarProd,23.0,0.0,0.0,258.1945777,3.0,29.0,41.24661263,Other,2/16/2019,Run at 25% Capacity
1004,842927,16400,85601.0,100078.0,TruckPr,0.0,0.0,0.0,176.69874119999997,1.0,25.0,43.02747053,FLEET,4/11/2021,Run at 25% Capacity
1005,425885,24700,98900.0,115052.0,CarProd,23.0,0.0,0.0,239.4260738,1.0,26.0,41.70053078,Other,8/10/2021,Run at 25% Capacity
1006,828611,11800,0.0,51246.0,TruckPr,11.0,0.0,0.0,305.5667157,2.0,13.0,32.50005907,Other,6/29/2020,Run at 25% Capacity
1007,805676,19000,15100.0,23200.0,TruckPr,3.2,1.0,1.0,64.9,3.0,21.0,0.0,Other,7/25/2019,Run at 25% Capacity
1008,396668,52700,23905.0,82670.0,TruckPr,4.0,2.0,0.0,253.3513018,7.0,14.0,42.83695513,Other,5/26/2020,Run at 25% Capacity
1009,62520,40000,145351.0,208657.0,TruckPr,3.0,0.0,0.0,153.8265438,0.0,31.0,36.09992698,GOVERNMENT,1/24/2019,Run at 25% Capacity
1010,475844,12900,56957.0,73181.0,TruckPr,29.0,1.0,3.0,179.09616599999995,1.0,23.0,36.39479545,Other,4/18/2020,Run at 25% Capacity
1011,391084,15700,75764.0,97122.0,CarProd,5.0,2.0,0.0,70.72519735,0.0,21.0,24.43178961,Other,5/5/2019,Run at 25% Capacity
1012,929106,41600,365528.0,469694.0,TruckPr,3.0,0.0,0.0,304.9828841,3.0,15.0,43.36362433,GOVERNMENT,8/10/2020,Run at 25% Capacity
1013,964636,15000,62674.0,76950.0,TruckPr,8.0,1.0,5.0,249.5333333,0.0,31.0,0.0,COMMERCIAL,5/8/2019,Run at 25% Capacity
1014,712351,6000,43000.0,57460.0,TruckPr,1.6,1.0,0.0,101.5,0.0,13.0,0.0,Other,12/14/2019,Run at 25% Capacity
1015,566460,6600,68733.0,81973.0,TruckPr,5.0,0.0,0.0,96.9776672,0.0,14.0,42.21104678,Other,1/15/2019,Run at 25% Capacity
1016,866704,20900,45279.0,73814.0,CarProd,1.0,0.0,0.0,235.3955528,0.0,12.0,34.57184425,FLEET,10/27/2019,Run at 25% Capacity
1017,828090,9700,98232.0,117321.0,CarProd,19.0,0.0,2.0,194.4247179,2.0,15.0,36.95089224,Other,4/28/2019,Run at 25% Capacity
1018,481335,6500,65000.0,80400.0,CarProd,15.0,0.0,0.0,224.8666667,0.0,13.0,0.0,Other,6/19/2019,Run at 25% Capacity
1019,181623,45000,47321.0,115000.0,CarProd,0.0,0.0,1.0,130.3,0.0,22.0,0.0,Other,8/5/2020,Run at 25% Capacity
1020,431322,11300,114392.0,214523.0,TruckPr,2.0,0.0,0.0,132.09765990000002,1.0,15.0,26.25183034,GOVERNMENT,5/3/2021,Run at 25% Capacity
1021,680657,22700,0.0,57156.0,CarProd,0.0,0.0,0.0,289.5456726000001,0.0,19.0,40.16294454,Other,10/19/2019,Run at 25% Capacity
1022,604547,17900,66823.0,91680.0,CarProd,0.0,0.0,0.0,89.43649279,0.0,18.0,27.71065729,COMMERCIAL,7/1/2020,Run at 25% Capacity
1023,209749,21000,69231.0,95000.0,CarProd,8.0,0.0,7.0,116.7,1.0,22.0,0.0,GOVERNMENT,4/26/2019,Run at 25% Capacity
1024,683088,9300,0.0,44108.0,TruckPr,0.0,0.0,0.0,290.818074,0.0,12.0,29.74359996,Other,6/3/2021,Run at 25% Capacity
1025,456340,26000,222681.0,286283.0,TruckPr,6.0,0.0,4.0,485.94535830000007,0.0,55.0,33.23935548,GOVERNMENT,9/7/2020,Run at 25% Capacity
1026,806718,13000,40996.0,58938.0,CarProd,0.0,0.0,0.0,0.0,0.0,0.0,35.80961273,COMMERCIAL,2/12/2020,Run at 25% Capacity
1027,683446,8700,77930.0,80164.0,TruckPr,20.0,0.0,0.0,350.5284099,1.0,47.0,29.6623601,Other,10/1/2019,Run at 25% Capacity
1028,601449,25100,21490.0,71571.0,CarProd,0.0,1.0,1.0,101.9251329,1.0,25.0,30.44411926,Other,6/1/2019,Run at 25% Capacity
1029,692217,16800,39352.0,60943.0,TruckPr,25.0,0.0,0.0,237.7636233,0.0,13.0,25.43988824,Other,1/9/2020,Run at 25% Capacity
1030,95635,8000,65000.0,93600.0,CarProd,16.0,0.0,0.0,140.06666669999998,4.0,16.0,0.0,Other,9/14/2020,Run at 25% Capacity
1031,474026,30600,78355.0,124426.0,CarProd,11.0,0.0,0.0,81.22339757,1.0,34.0,25.94257777,COMMERCIAL,6/15/2020,Run at 25% Capacity
1032,210318,6600,98415.0,126636.0,TruckPr,11.0,0.0,0.0,423.2096241,2.0,49.0,40.95709032,Other,11/23/2019,Run at 25% Capacity
1033,619969,12000,87917.0,0.0,0,12.9,0.0,1.0,71.0,0.0,12.0,0.0,Other,2/22/2021,Run at 25% Capacity
1034,578234,24000,43948.0,86111.0,TruckPr,24.0,0.0,0.0,258.3035939,0.0,7.0,26.61774876,Other,11/6/2020,Run at 25% Capacity
1035,451071,10000,53297.0,74925.0,TruckPr,14.0,0.0,1.0,88.53333333,2.0,15.0,0.0,Other,3/8/2019,Run at 25% Capacity
1036,555330,13000,29196.0,42682.0,CarProd,9.0,0.0,0.0,143.10806069999995,6.0,28.0,37.29840496,Other,8/15/2019,Run at 25% Capacity
1037,968506,11000,56795.0,70014.0,CarProd,3.0,0.0,1.0,319.7957713,0.0,10.0,33.59617086,Other,5/22/2019,Run at 25% Capacity
1038,648200,22200,0.0,60904.0,CarProd,0.0,0.0,0.0,288.4596954,0.0,18.0,37.74701961,Other,6/13/2021,Run at 25% Capacity
1039,879844,18300,60100.0,82506.0,CarProd,10.0,3.0,1.0,171.4666667,2.0,64.0,0.0,GOVERNMENT,4/22/2019,Run at 25% Capacity
1040,466786,6000,95232.0,115977.0,TruckPr,22.0,0.0,0.0,149.0229081,1.0,12.0,37.95433691,FLEET,11/17/2020,Run at 25% Capacity
1041,283585,14100,79345.0,135554.0,CarProd,15.0,0.0,0.0,301.5639913,0.0,19.0,29.17813328,GOVERNMENT,1/29/2020,Run at 25% Capacity
1042,846918,25000,71700.0,122500.0,CarProd,0.0,0.0,0.0,303.4,1.0,24.0,0.0,FLEET,12/3/2019,Run at 25% Capacity
1043,149732,17700,85150.0,113104.0,CarProd,11.0,0.0,0.0,148.0652591,2.0,19.0,38.96287206,GOVERNMENT,8/5/2021,Run at 25% Capacity
1044,922593,50200,34668.0,0.0,CarProd,7.0,1.0,0.0,117.6825478,1.0,5.0,36.72448606,COMMERCIAL,4/16/2021,Run at 25% Capacity
1045,734995,8200,62603.0,86782.0,CarProd,15.0,0.0,0.0,219.5658125,0.0,18.0,24.63662135,GOVERNMENT,2/2/2021,Run at 25% Capacity
1046,499184,21800,32335.0,49621.0,TruckPr,3.0,1.0,0.0,115.1302076,0.0,10.0,26.92602147,INDUSTRIAL,8/9/2021,Run at 25% Capacity
1047,686242,17000,83248.0,95886.0,CarProd,8.0,0.0,2.0,349.4300793999999,0.0,41.0,36.05994724,GOVERNMENT,3/13/2020,Run at 25% Capacity
1048,252916,13000,152029.0,173750.0,TruckPr,20.0,0.0,0.0,19.33333333,7.0,5.0,0.0,GOVERNMENT,8/21/2020,Run at 25% Capacity
1049,891057,25600,46000.0,80000.0,CarProd,0.0,0.0,0.0,135.9,2.0,19.0,0.0,Other,1/20/2020,Run at 25% Capacity
1050,348137,9900,117003.0,219783.0,TruckPr,1.0,0.0,0.0,130.7663862,0.0,14.0,25.6226109,GOVERNMENT,4/15/2021,Run at 25% Capacity
1051,827330,16300,22352.0,165315.0,TruckPr,9.0,0.0,0.0,304.3346951000001,0.0,27.0,27.56242667,INDUSTRIAL,4/4/2021,Run at 25% Capacity
1052,59138,17400,64163.0,84948.0,TruckPr,12.0,0.0,2.0,172.71116569999995,0.0,13.0,27.9796944,GOVERNMENT,3/1/2021,Run at 25% Capacity
1053,646715,20900,127077.0,204192.0,TruckPr,13.0,0.0,0.0,181.6508803,0.0,22.0,34.58958143,GOVERNMENT,4/28/2020,Run at 25% Capacity
1054,553470,16700,102687.0,137417.0,CarProd,7.0,0.0,0.0,97.76351186,0.0,14.0,31.10800492,GOVERNMENT,4/9/2019,Run at 25% Capacity
1055,109266,8000,70917.0,83500.0,CarProd,8.0,0.0,0.0,107.5,0.0,23.0,0.0,COMMERCIAL,2/10/2019,Run at 25% Capacity
1056,402517,6000,0.0,43683.0,TruckPr,0.0,0.0,0.0,0.0,0.0,0.0,21.93549881,Other,2/13/2020,Run at 25% Capacity
1057,127426,20000,59936.0,12737.0,CarProd,5.0,0.0,0.0,63.39540036,0.0,17.0,40.44657932,Other,4/9/2019,Run at 25% Capacity
1058,373603,76500,38206.0,90000.0,CarProd,12.0,0.0,0.0,134.9,0.0,26.0,0.0,Other,2/6/2021,Run at 25% Capacity
1059,582175,11100,27861.0,47737.0,TruckPr,8.0,0.0,0.0,89.49211666,0.0,4.0,34.05094936,Other,3/23/2019,Run at 25% Capacity
1060,276193,8200,101230.0,120087.0,TruckPr,9.0,0.0,0.0,419.2729655,1.0,49.0,40.55827149,Other,7/19/2020,Run at 25% Capacity
1061,270694,6700,27510.0,42495.0,CarProd,2.0,0.0,2.0,171.5264892,3.0,27.0,41.42859751,Other,5/25/2020,Run at 25% Capacity
1062,359082,15400,34574.0,69751.0,CarProd,6.0,0.0,0.0,254.0561961,1.0,16.0,22.72101357,GOVERNMENT,4/23/2021,Run at 25% Capacity
